Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A01001_001,SE_A01001_002,SE_A01001_003,SE_A01001_004,SE_A01001_005,SE_A01001_006,SE_A01001_007,SE_A01001_008,SE_A01001_009,SE_A01001_010,SE_A01001_011,SE_A01001_012,SE_A01001_013,PCT_SE_A01001_002,PCT_SE_A01001_003,PCT_SE_A01001_004,PCT_SE_A01001_005,PCT_SE_A01001_006,PCT_SE_A01001_007,PCT_SE_A01001_008,PCT_SE_A01001_009,PCT_SE_A01001_010,PCT_SE_A01001_011,PCT_SE_A01001_012,PCT_SE_A01001_013,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008
6001406100,"Census Tract 4061, Alameda County, California",ACSSF,ca,140,0,2883,,,,,6,1,,,406100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001406100,Census Tract 4061,,,,5072,1250,488,44,1201,7,1744,338,24.65,9.62,0.87,23.68,0.14,34.38,6.66,5072,339,127,210,160,566,968,903,541,637,428,139,54,6.68,2.5,4.14,3.15,11.16,19.09,17.8,10.67,12.56,8.44,2.74,1.06,1666,140,189,21,40,108,43,16,151,50,91,115,108,108,72,208,206,8.4,11.34,1.26,2.4,6.48,2.58,0.96,9.06,3,5.46,6.9,6.48,6.48,4.32,12.48,12.36,2397,1740,1588,152,387,0,12,88,9,161,72.59,66.25,6.34,16.15,0,0.5,3.67,0.38,6.72
6001406201,"Census Tract 4062.01, Alameda County, California",ACSSF,ca,140,0,2884,,,,,6,1,,,406201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001406201,Census Tract 4062.01,,,,5134,365,976,216,1501,0,2027,49,7.11,19.01,4.21,29.24,0,39.48,0.95,5134,302,393,508,216,619,1066,593,665,423,256,83,10,5.88,7.65,9.89,4.21,12.06,20.76,11.55,12.95,8.24,4.99,1.62,0.19,1551,164,77,102,0,91,11,104,145,25,160,252,185,77,48,92,18,10.57,4.96,6.58,0,5.87,0.71,6.71,9.35,1.61,10.32,16.25,11.93,4.96,3.09,5.93,1.16,2335,1606,1264,342,412,0,0,120,37,160,68.78,54.13,14.65,17.64,0,0,5.14,1.58,6.85
6001406202,"Census Tract 4062.02, Alameda County, California",ACSSF,ca,140,0,2885,,,,,6,1,,,406202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001406202,Census Tract 4062.02,,,,4947,935,638,227,700,0,2017,430,18.9,12.9,4.59,14.15,0,40.77,8.69,4947,376,420,303,159,367,955,922,367,403,366,131,178,7.6,8.49,6.12,3.21,7.42,19.3,18.64,7.42,8.15,7.4,2.65,3.6,1316,98,46,97,52,128,12,73,75,49,177,148,94,104,26,62,75,7.45,3.5,7.37,3.95,9.73,0.91,5.55,5.7,3.72,13.45,11.25,7.14,7.9,1.98,4.71,5.7,1950,1206,1047,159,386,0,10,87,162,99,61.85,53.69,8.15,19.79,0,0.51,4.46,8.31,5.08
6001406300,"Census Tract 4063, Alameda County, California",ACSSF,ca,140,0,2886,,,,,6,1,,,406300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001406300,Census Tract 4063,,,,4557,816,956,16,911,76,1441,341,17.91,20.98,0.35,19.99,1.67,31.62,7.48,4557,293,267,387,218,257,897,876,390,388,352,198,34,6.43,5.86,8.49,4.78,5.64,19.68,19.22,8.56,8.51,7.72,4.34,0.75,1344,44,200,31,88,31,45,67,59,104,60,86,153,69,49,122,136,3.27,14.88,2.31,6.55,2.31,3.35,4.99,4.39,7.74,4.46,6.4,11.38,5.13,3.65,9.08,10.12,2311,1421,1185,236,624,0,18,34,5,209,61.49,51.28,10.21,27,0,0.78,1.47,0.22,9.04
6001406400,"Census Tract 4064, Alameda County, California",ACSSF,ca,140,0,2887,,,,,6,1,,,406400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001406400,Census Tract 4064,,,,2559,801,451,16,439,62,574,216,31.3,17.62,0.63,17.16,2.42,22.43,8.44,2559,148,162,135,83,148,297,333,251,213,453,198,138,5.78,6.33,5.28,3.24,5.78,11.61,13.01,9.81,8.32,17.7,7.74,5.39,818,36,23,31,9,32,217,18,10,0,39,30,91,64,60,54,104,4.4,2.81,3.79,1.1,3.91,26.53,2.2,1.22,0,4.77,3.67,11.12,7.82,7.33,6.6,12.71,988,666,485,181,176,0,18,26,6,96,67.41,49.09,18.32,17.81,0,1.82,2.63,0.61,9.72
6001406500,"Census Tract 4065, Alameda County, California",ACSSF,ca,140,0,2888,,,,,6,1,,,406500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001406500,Census Tract 4065,,,,6342,1267,996,244,1275,231,1657,672,19.98,15.7,3.85,20.1,3.64,26.13,10.6,6342,282,302,608,364,432,1058,886,863,666,734,73,74,4.45,4.76,9.59,5.74,6.81,16.68,13.97,13.61,10.5,11.57,1.15,1.17,1882,162,20,66,53,42,203,68,106,96,99,188,162,232,115,207,63,8.61,1.06,3.51,2.82,2.23,10.79,3.61,5.63,5.1,5.26,9.99,8.61,12.33,6.11,11,3.35,2904,2085,1921,164,494,11,0,0,36,278,71.8,66.15,5.65,17.01,0.38,0,0,1.24,9.57
6001406601,"Census Tract 4066.01, Alameda County, California",ACSSF,ca,140,0,2889,,,,,6,1,,,406601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001406601,Census Tract 4066.01,,,,4740,1098,1084,135,959,0,867,597,23.16,22.87,2.85,20.23,0,18.29,12.59,4740,310,205,273,27,257,1097,655,625,645,437,140,69,6.54,4.32,5.76,0.57,5.42,23.14,13.82,13.19,13.61,9.22,2.95,1.46,1817,131,20,88,110,49,95,34,170,12,141,152,266,160,132,140,117,7.21,1.1,4.84,6.05,2.7,5.23,1.87,9.36,0.66,7.76,8.37,14.64,8.81,7.26,7.71,6.44,2371,1687,1527,160,239,11,0,0,43,391,71.15,64.4,6.75,10.08,0.46,0,0,1.81,16.49
6001406602,"Census Tract 4066.02, Alameda County, California",ACSSF,ca,140,0,2890,,,,,6,1,,,406602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001406602,Census Tract 4066.02,,,,2800,439,614,37,890,0,509,311,15.68,21.93,1.32,31.79,0,18.18,11.11,2800,184,239,155,91,146,490,445,312,325,244,98,71,6.57,8.54,5.54,3.25,5.21,17.5,15.89,11.14,11.61,8.71,3.5,2.54,973,7,73,26,1,95,52,53,87,49,92,32,126,41,26,113,100,0.72,7.5,2.67,0.1,9.76,5.34,5.45,8.94,5.04,9.46,3.29,12.95,4.21,2.67,11.61,10.28,1234,749,594,155,361,0,0,21,30,73,60.7,48.14,12.56,29.25,0,0,1.7,2.43,5.92
6001406700,"Census Tract 4067, Alameda County, California",ACSSF,ca,140,0,2891,,,,,6,1,,,406700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001406700,Census Tract 4067,,,,5571,2898,536,1,1074,261,215,586,52.02,9.62,0.02,19.28,4.68,3.86,10.52,5571,479,188,91,72,507,454,1006,819,940,619,290,106,8.6,3.37,1.63,1.29,9.1,8.15,18.06,14.7,16.87,11.11,5.21,1.9,2100,26,63,16,15,20,53,36,12,51,136,85,279,206,253,216,633,1.24,3,0.76,0.71,0.95,2.52,1.71,0.57,2.43,6.48,4.05,13.29,9.81,12.05,10.29,30.14,3203,2023,1733,290,376,0,88,44,32,640,63.16,54.11,9.05,11.74,0,2.75,1.37,1,19.98
6001407101,"Census Tract 4071.01, Alameda County, California",ACSSF,ca,140,0,2895,,,,,6,1,,,407101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001407101,Census Tract 4071.01,,,,3813,461,604,37,1096,0,1462,153,12.09,15.84,0.97,28.74,0,38.34,4.01,3813,246,183,351,85,362,634,789,443,301,363,43,13,6.45,4.8,9.21,2.23,9.49,16.63,20.69,11.62,7.89,9.52,1.13,0.34,1078,157,33,30,32,139,13,84,128,34,66,91,46,61,53,60,51,14.56,3.06,2.78,2.97,12.89,1.21,7.79,11.87,3.15,6.12,8.44,4.27,5.66,4.92,5.57,4.73,1623,1169,899,270,207,0,10,174,0,63,72.03,55.39,16.64,12.75,0,0.62,10.72,0,3.88
6001407200,"Census Tract 4072, Alameda County, California",ACSSF,ca,140,0,2897,,,,,6,1,,,407200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001407200,Census Tract 4072,,,,6820,1600,399,82,804,2,3436,497,23.46,5.85,1.2,11.79,0.03,50.38,7.29,6820,445,594,522,256,454,1420,1125,829,645,292,184,54,6.52,8.71,7.65,3.75,6.66,20.82,16.5,12.16,9.46,4.28,2.7,0.79,1896,121,136,53,116,117,39,46,168,31,241,217,218,73,140,110,70,6.38,7.17,2.8,6.12,6.17,2.06,2.43,8.86,1.64,12.71,11.45,11.5,3.85,7.38,5.8,3.69,3245,1900,1644,256,824,0,60,144,72,245,58.55,50.66,7.89,25.39,0,1.85,4.44,2.22,7.55
6001407300,"Census Tract 4073, Alameda County, California",ACSSF,ca,140,0,2898,,,,,6,1,,,407300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001407300,Census Tract 4073,,,,2484,721,139,4,142,0,1386,92,29.03,5.6,0.16,5.72,0,55.8,3.7,2484,95,87,187,137,257,577,364,417,180,69,109,5,3.82,3.5,7.53,5.52,10.35,23.23,14.65,16.79,7.25,2.78,4.39,0.2,670,12,32,17,31,44,14,40,70,13,47,49,91,75,36,72,27,1.79,4.78,2.54,4.63,6.57,2.09,5.97,10.45,1.94,7.01,7.31,13.58,11.19,5.37,10.75,4.03,1189,877,629,248,189,0,0,38,10,75,73.76,52.9,20.86,15.9,0,0,3.2,0.84,6.31
6001407400,"Census Tract 4074, Alameda County, California",ACSSF,ca,140,0,2899,,,,,6,1,,,407400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001407400,Census Tract 4074,,,,4249,574,1479,203,373,35,1359,226,13.51,34.81,4.78,8.78,0.82,31.98,5.32,4249,233,240,455,175,417,430,704,487,515,282,248,63,5.48,5.65,10.71,4.12,9.81,10.12,16.57,11.46,12.12,6.64,5.84,1.48,1230,268,50,87,8,18,33,61,33,43,92,102,195,154,37,14,35,21.79,4.07,7.07,0.65,1.46,2.68,4.96,2.68,3.5,7.48,8.29,15.85,12.52,3.01,1.14,2.85,1582,1228,1133,95,115,12,0,60,17,150,77.62,71.62,6.01,7.27,0.76,0,3.79,1.07,9.48
6001408800,"Census Tract 4088, Alameda County, California",ACSSF,ca,140,0,2913,,,,,6,1,,,408800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001408800,Census Tract 4088,,,,7688,404,2924,38,336,159,2732,1095,5.25,38.03,0.49,4.37,2.07,35.54,14.24,7688,895,749,704,268,718,1660,829,577,767,403,108,10,11.64,9.74,9.16,3.49,9.34,21.59,10.78,7.51,9.98,5.24,1.4,0.13,2302,144,268,220,234,198,167,86,77,128,123,155,250,26,84,142,0,6.26,11.64,9.56,10.17,8.6,7.25,3.74,3.34,5.56,5.34,6.73,10.86,1.13,3.65,6.17,0,3028,2229,1864,365,323,0,123,140,134,79,73.61,61.56,12.05,10.67,0,4.06,4.62,4.43,2.61
6001427100,"Census Tract 4271, Alameda County, California",ACSSF,ca,140,0,2978,,,,,6,1,,,427100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001427100,Census Tract 4271,,,,4389,2637,32,5,946,6,415,348,60.08,0.73,0.11,21.55,0.14,9.46,7.93,4389,305,214,391,144,109,329,792,685,652,454,179,135,6.95,4.88,8.91,3.28,2.48,7.5,18.05,15.61,14.86,10.34,4.08,3.08,1435,24,30,9,0,0,43,0,58,31,9,57,140,102,101,220,611,1.67,2.09,0.63,0,0,3,0,4.04,2.16,0.63,3.97,9.76,7.11,7.04,15.33,42.58,2048,1174,1023,151,278,18,22,73,0,483,57.32,49.95,7.37,13.57,0.88,1.07,3.56,0,23.58
6001427200,"Census Tract 4272, Alameda County, California",ACSSF,ca,140,0,2979,,,,,6,1,,,427200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001427200,Census Tract 4272,,,,4418,1749,190,0,1771,49,218,441,39.59,4.3,0,40.09,1.11,4.93,9.98,4418,301,271,245,122,327,532,857,810,433,323,101,96,6.81,6.13,5.55,2.76,7.4,12.04,19.4,18.33,9.8,7.31,2.29,2.17,1582,48,25,46,49,119,66,61,58,64,55,76,167,84,163,224,277,3.03,1.58,2.91,3.1,7.52,4.17,3.86,3.67,4.05,3.48,4.8,10.56,5.31,10.3,14.16,17.51,2451,1398,1358,40,294,15,64,166,18,496,57.04,55.41,1.63,12,0.61,2.61,6.77,0.73,20.24
6001427300,"Census Tract 4273, Alameda County, California",ACSSF,ca,140,0,2980,,,,,6,1,,,427300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001427300,Census Tract 4273,,,,5036,1914,764,48,1799,63,98,350,38.01,15.17,0.95,35.72,1.25,1.95,6.95,5036,211,352,486,91,287,880,754,638,440,623,239,35,4.19,6.99,9.65,1.81,5.7,17.47,14.97,12.67,8.74,12.37,4.75,0.69,2014,62,107,19,61,27,42,60,76,51,113,208,149,191,134,186,528,3.08,5.31,0.94,3.03,1.34,2.09,2.98,3.77,2.53,5.61,10.33,7.4,9.48,6.65,9.24,26.22,2420,1495,1367,128,298,33,94,77,7,416,61.78,56.49,5.29,12.31,1.36,3.88,3.18,0.29,17.19
6001427600,"Census Tract 4276, Alameda County, California",ACSSF,ca,140,0,2981,,,,,6,1,,,427600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001427600,Census Tract 4276,,,,4861,1611,524,4,1913,0,443,366,33.14,10.78,0.08,39.35,0,9.11,7.53,4861,344,237,90,214,371,1227,650,570,598,344,108,108,7.08,4.88,1.85,4.4,7.63,25.24,13.37,11.73,12.3,7.08,2.22,2.22,1943,189,54,19,8,72,123,40,45,13,120,196,374,204,156,141,189,9.73,2.78,0.98,0.41,3.71,6.33,2.06,2.32,0.67,6.18,10.09,19.25,10.5,8.03,7.26,9.73,2575,1784,1595,189,284,25,34,92,86,270,69.28,61.94,7.34,11.03,0.97,1.32,3.57,3.34,10.49
6001427700,"Census Tract 4277, Alameda County, California",ACSSF,ca,140,0,2982,,,,,6,1,,,427700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001427700,Census Tract 4277,,,,5139,3188,124,41,1130,0,247,409,62.04,2.41,0.8,21.99,0,4.81,7.96,5139,258,305,204,92,239,823,1074,828,594,597,34,91,5.02,5.94,3.97,1.79,4.65,16.01,20.9,16.11,11.56,11.62,0.66,1.77,2170,76,188,11,45,14,103,44,26,49,32,266,109,194,98,353,562,3.5,8.66,0.51,2.07,0.65,4.75,2.03,1.2,2.26,1.47,12.26,5.02,8.94,4.52,16.27,25.9,3070,1771,1533,238,442,28,11,188,0,630,57.69,49.93,7.75,14.4,0.91,0.36,6.12,0,20.52
6001427800,"Census Tract 4278, Alameda County, California",ACSSF,ca,140,0,2983,,,,,6,1,,,427800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001427800,Census Tract 4278,,,,4268,2144,263,6,1104,14,104,633,50.23,6.16,0.14,25.87,0.33,2.44,14.83,4268,235,294,120,113,248,653,717,662,576,405,180,65,5.51,6.89,2.81,2.65,5.81,15.3,16.8,15.51,13.5,9.49,4.22,1.52,1886,52,32,12,179,17,36,59,107,68,112,93,239,53,191,189,447,2.76,1.7,0.64,9.49,0.9,1.91,3.13,5.67,3.61,5.94,4.93,12.67,2.81,10.13,10.02,23.7,2414,1450,1238,212,465,0,58,22,0,419,60.07,51.28,8.78,19.26,0,2.4,0.91,0,17.36
6001427900,"Census Tract 4279, Alameda County, California",ACSSF,ca,140,0,2984,,,,,6,1,,,427900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001427900,Census Tract 4279,,,,4893,2809,11,7,1408,0,112,546,57.41,0.22,0.14,28.78,0,2.29,11.16,4893,283,157,216,255,191,860,652,723,813,552,91,100,5.78,3.21,4.41,5.21,3.9,17.58,13.33,14.78,16.62,11.28,1.86,2.04,2091,96,0,53,125,28,20,9,90,20,130,110,272,283,254,114,487,4.59,0,2.53,5.98,1.34,0.96,0.43,4.3,0.96,6.22,5.26,13.01,13.53,12.15,5.45,23.29,2782,1603,1375,228,574,11,77,103,0,414,57.62,49.42,8.2,20.63,0.4,2.77,3.7,0,14.88
6001428000,"Census Tract 4280, Alameda County, California",ACSSF,ca,140,0,2985,,,,,6,1,,,428000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001428000,Census Tract 4280,,,,2975,1050,220,15,826,0,296,568,35.29,7.39,0.5,27.76,0,9.95,19.09,2975,307,108,208,99,96,699,425,456,213,247,78,39,10.32,3.63,6.99,3.33,3.23,23.5,14.29,15.33,7.16,8.3,2.62,1.31,1341,18,60,0,57,17,23,84,71,12,54,157,216,218,68,189,97,1.34,4.47,0,4.25,1.27,1.72,6.26,5.29,0.89,4.03,11.71,16.11,16.26,5.07,14.09,7.23,1458,848,798,50,335,0,6,69,23,177,58.16,54.73,3.43,22.98,0,0.41,4.73,1.58,12.14
6001428100,"Census Tract 4281, Alameda County, California",ACSSF,ca,140,0,2986,,,,,6,1,,,428100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001428100,Census Tract 4281,,,,4812,2603,325,0,1177,19,145,543,54.09,6.75,0,24.46,0.39,3.01,11.28,4812,317,379,392,99,320,667,573,838,423,503,142,159,6.59,7.88,8.15,2.06,6.65,13.86,11.91,17.41,8.79,10.45,2.95,3.3,1885,42,69,18,42,68,28,10,26,54,101,140,207,188,177,284,431,2.23,3.66,0.95,2.23,3.61,1.49,0.53,1.38,2.86,5.36,7.43,10.98,9.97,9.39,15.07,22.86,2339,1324,1198,126,467,19,21,44,42,422,56.61,51.22,5.39,19.97,0.81,0.9,1.88,1.8,18.04
6001428200,"Census Tract 4282, Alameda County, California",ACSSF,ca,140,0,2987,,,,,6,1,,,428200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001428200,Census Tract 4282,,,,6947,3709,312,11,1622,15,578,700,53.39,4.49,0.16,23.35,0.22,8.32,10.08,6947,346,440,470,249,411,721,886,953,811,1108,263,289,4.98,6.33,6.77,3.58,5.92,10.38,12.75,13.72,11.67,15.95,3.79,4.16,2774,29,14,70,114,188,66,165,118,28,222,166,229,193,210,351,611,1.05,0.5,2.52,4.11,6.78,2.38,5.95,4.25,1.01,8,5.98,8.26,6.96,7.57,12.65,22.03,3211,1999,1760,239,485,0,42,134,16,535,62.25,54.81,7.44,15.1,0,1.31,4.17,0.5,16.66
6001428400,"Census Tract 4284, Alameda County, California",ACSSF,ca,140,0,2990,,,,,6,1,,,428400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001428400,Census Tract 4284,,,,4593,2002,477,127,891,107,205,784,43.59,10.39,2.77,19.4,2.33,4.46,17.07,4593,234,269,183,163,219,985,669,714,433,405,180,139,5.09,5.86,3.98,3.55,4.77,21.45,14.57,15.55,9.43,8.82,3.92,3.03,1880,180,21,38,16,38,91,30,103,38,107,153,241,221,156,214,233,9.57,1.12,2.02,0.85,2.02,4.84,1.6,5.48,2.02,5.69,8.14,12.82,11.76,8.3,11.38,12.39,2405,1501,1337,164,300,27,38,23,0,516,62.41,55.59,6.82,12.47,1.12,1.58,0.96,0,21.46
6001428500,"Census Tract 4285, Alameda County, California",ACSSF,ca,140,0,2991,,,,,6,1,,,428500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001428500,Census Tract 4285,,,,3154,1487,204,34,926,9,188,306,47.15,6.47,1.08,29.36,0.29,5.96,9.7,3154,171,90,179,36,168,417,833,358,273,386,126,117,5.42,2.85,5.68,1.14,5.33,13.22,26.41,11.35,8.66,12.24,3.99,3.71,1454,47,31,35,49,33,25,10,15,32,11,61,214,202,105,180,404,3.23,2.13,2.41,3.37,2.27,1.72,0.69,1.03,2.2,0.76,4.2,14.72,13.89,7.22,12.38,27.79,1717,820,776,44,376,20,32,104,12,353,47.76,45.2,2.56,21.9,1.16,1.86,6.06,0.7,20.56
6001428600,"Census Tract 4286, Alameda County, California",ACSSF,ca,140,0,2992,,,,,6,1,,,428600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001428600,Census Tract 4286,,,,3475,1656,205,62,989,0,173,390,47.65,5.9,1.78,28.46,0,4.98,11.22,3475,182,182,129,39,150,486,487,383,622,478,199,138,5.24,5.24,3.71,1.12,4.32,13.99,14.01,11.02,17.9,13.76,5.73,3.97,1643,40,23,10,38,36,9,28,8,133,72,135,231,156,124,233,367,2.43,1.4,0.61,2.31,2.19,0.55,1.7,0.49,8.09,4.38,8.22,14.06,9.49,7.55,14.18,22.34,1954,972,910,62,288,19,58,55,21,541,49.74,46.57,3.17,14.74,0.97,2.97,2.81,1.07,27.69
6001428700,"Census Tract 4287, Alameda County, California",ACSSF,ca,140,0,2993,,,,,6,1,,,428700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001428700,Census Tract 4287,,,,4628,1308,664,28,1835,77,332,384,28.26,14.35,0.61,39.65,1.66,7.17,8.3,4628,490,328,365,147,549,611,726,485,475,277,68,107,10.59,7.09,7.89,3.18,11.86,13.2,15.69,10.48,10.26,5.99,1.47,2.31,1418,138,112,67,6,53,31,19,49,8,53,98,91,38,38,144,473,9.73,7.9,4.72,0.42,3.74,2.19,1.34,3.46,0.56,3.74,6.91,6.42,2.68,2.68,10.16,33.36,1992,1218,1058,160,200,5,102,51,32,384,61.14,53.11,8.03,10.04,0.25,5.12,2.56,1.61,19.28
6001982000,"Census Tract 9820, Alameda County, California",ACSSF,ca,140,0,3193,,,,,6,1,,,982000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001982000,Census Tract 9820,,,,48,26,6,2,14,0,0,0,54.17,12.5,4.17,29.17,0,0,0,48,0,0,0,0,0,5,8,0,13,18,4,0,0,0,0,0,0,10.42,16.67,0,27.08,37.5,8.33,0,35,0,0,0,0,0,0,0,0,0,0,0,0,18,5,2,10,0,0,0,0,0,0,0,0,0,0,0,0,51.43,14.29,5.71,28.57,33,0,0,0,23,0,0,6,0,4,0,0,0,69.7,0,0,18.18,0,12.12
6001983200,"Census Tract 9832, Alameda County, California",ACSSF,ca,140,0,3195,,,,,6,1,,,983200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06001983200,Census Tract 9832,,,,755,455,84,0,161,2,32,21,60.26,11.13,0,21.32,0.26,4.24,2.78,755,8,7,10,0,5,174,225,158,62,72,34,0,1.06,0.93,1.32,0,0.66,23.05,29.8,20.93,8.21,9.54,4.5,0,462,0,19,0,6,7,0,0,5,0,0,10,43,23,30,171,148,0,4.11,0,1.3,1.52,0,0,1.08,0,0,2.16,9.31,4.98,6.49,37.01,32.03,596,148,123,25,159,0,0,23,11,255,24.83,20.64,4.19,26.68,0,0,3.86,1.85,42.79